,symbol,splits
278,TXMD,"[{'ticker': 'TXMD', 'exDate': '2011-10-02', 'paymentDate': '2011-10-02', 'ratio': 100}, {'ticker': 'TXMD', 'exDate': '2011-09-29', 'paymentDate': '2011-09-29', 'ratio': 100}, {'ticker': 'TXMD', 'exDate': '2009-07-27', 'paymentDate': '2009-07-27', 'ratio': 0.3333333333333333}]"
279,IMMP,[]
280,ACRX,[]
281,ABUS,"[{'ticker': 'ABUS', 'exDate': '2010-11-04', 'paymentDate': '2010-11-04', 'ratio': 5}]"
282,NMTR,[]
283,MUX,[]
284,AESE,[]
285,OXBR,[]
286,GHSI,"[{'ticker': 'GHSI', 'exDate': '2021-03-01', 'paymentDate': '2021-03-01', 'declaredDate': '2021-03-01', 'ratio': 6, 'tofactor': 6, 'forfactor': 1}]"
287,ADMA,[]
288,WATT,[]
289,PLG,"[{'ticker': 'PLG', 'exDate': '2018-12-17', 'paymentDate': '2018-12-17', 'declaredDate': '2018-12-17', 'ratio': 10, 'tofactor': 10, 'forfactor': 1}, {'ticker': 'PLG', 'exDate': '2016-01-28', 'paymentDate': '2016-01-28', 'declaredDate': '2016-01-28', 'ratio': 10, 'tofactor': 10, 'forfactor': 1}]"
290,BEST,[]
291,XELA,"[{'ticker': 'XELA', 'exDate': '2021-01-26', 'paymentDate': '2021-01-26', 'declaredDate': '2021-01-26', 'ratio': 3, 'tofactor': 3, 'forfactor': 1}]"
292,ATOS,"[{'ticker': 'ATOS', 'exDate': '2018-04-20', 'paymentDate': '2018-04-20', 'declaredDate': '2018-04-20', 'ratio': 12, 'tofactor': 12, 'forfactor': 1}, {'ticker': 'ATOS', 'exDate': '2016-08-26', 'paymentDate': '2016-08-26', 'declaredDate': '2016-08-26', 'ratio': 15, 'tofactor': 15, 'forfactor': 1}]"
293,BLRX,"[{'ticker': 'BLRX', 'exDate': '2019-07-15', 'paymentDate': '2019-07-15', 'declaredDate': '2019-07-15', 'ratio': 15, 'tofactor': 15, 'forfactor': 1}]"
294,HMY,[]
295,TBLT,"[{'ticker': 'TBLT', 'exDate': '2020-04-15', 'paymentDate': '2020-04-15', 'declaredDate': '2020-04-15', 'ratio': 10, 'tofactor': 10, 'forfactor': 1}]"
296,NSPR,"[{'ticker': 'NSPR', 'exDate': '2019-04-01', 'paymentDate': '2019-04-01', 'declaredDate': '2019-04-01', 'ratio': 50, 'tofactor': 50, 'forfactor': 1}, {'ticker': 'NSPR', 'exDate': '2018-02-08', 'paymentDate': '2018-02-08', 'declaredDate': '2018-02-08', 'ratio': 35, 'tofactor': 35, 'forfactor': 1}, {'ticker': 'NSPR', 'exDate': '2016-10-10', 'paymentDate': '2016-10-10', 'declaredDate': '2016-10-10', 'ratio': 25, 'tofactor': 25, 'forfactor': 1}, {'ticker': 'NSPR', 'exDate': '2015-10-01', 'paymentDate': '2015-10-01', 'declaredDate': '2015-10-01', 'ratio': 10, 'tofactor': 10, 'forfactor': 1}, {'ticker': 'NSPR', 'exDate': '2012-12-21', 'paymentDate': '2012-12-21', 'ratio': 4}, {'ticker': 'NSPR', 'exDate': '2011-04-12', 'paymentDate': '2011-04-12', 'ratio': 0.3333333333333333}]"
297,ITRM,[]
298,SXTC,"[{'ticker': 'SXTC', 'exDate': '2021-02-22', 'paymentDate': '2021-02-22', 'declaredDate': '2021-02-22', 'ratio': 4, 'tofactor': 4, 'forfactor': 1}]"
299,AEZS,"[{'ticker': 'AEZS', 'exDate': '2015-11-20', 'paymentDate': '2015-11-20', 'declaredDate': '2015-11-20', 'ratio': 100, 'tofactor': 100, 'forfactor': 1}, {'ticker': 'AEZS', 'exDate': '2012-10-05', 'paymentDate': '2012-10-05', 'ratio': 5.9998800023999515}]"
300,INUV,"[{'ticker': 'INUV', 'exDate': '2010-12-13', 'paymentDate': '2010-12-13', 'ratio': 10}]"
301,DNK,[]
302,EARS,"[{'ticker': 'EARS', 'exDate': '2019-05-01', 'paymentDate': '2019-05-01', 'declaredDate': '2019-05-01', 'ratio': 20, 'tofactor': 20, 'forfactor': 1}, {'ticker': 'EARS', 'exDate': '2018-03-14', 'paymentDate': '2018-03-14', 'declaredDate': '2018-03-14', 'ratio': 10, 'tofactor': 10, 'forfactor': 1}]"
303,CLSN,"[{'ticker': 'CLSN', 'exDate': '2017-05-30', 'paymentDate': '2017-05-30', 'declaredDate': '2017-05-30', 'ratio': 14, 'tofactor': 14, 'forfactor': 1}, {'ticker': 'CLSN', 'exDate': '2013-10-29', 'paymentDate': '2013-10-29', 'ratio': 4.5000450004500046}, {'ticker': 'CLSN', 'exDate': '2006-02-28', 'paymentDate': '2006-02-28', 'ratio': 14.999250037498127}]"
304,ATHX,[]
305,PTE,"[{'ticker': 'PTE', 'exDate': '2008-09-17', 'paymentDate': '2008-09-17', 'ratio': 0.1}, {'ticker': 'PTE', 'exDate': '2004-12-31', 'paymentDate': '2004-12-31', 'ratio': 6.999860002799944}, {'ticker': 'PTE', 'exDate': '2002-03-12', 'paymentDate': '2002-03-12', 'ratio': 10}]"
306,PHUN,[]
307,MDGS,"[{'ticker': 'MDGS', 'exDate': '2018-07-16', 'paymentDate': '2018-07-16', 'declaredDate': '2018-07-16', 'ratio': 4, 'tofactor': 4, 'forfactor': 1}, {'ticker': 'MDGS', 'exDate': '2017-03-15', 'paymentDate': '2017-03-15', 'declaredDate': '2017-03-15', 'ratio': 10, 'tofactor': 10, 'forfactor': 1}]"
308,QD,[]
309,LPCN,[]
310,BBI,[]
311,HLX,"[{'ticker': 'HLX', 'exDate': '2005-12-09', 'paymentDate': '2005-12-09', 'ratio': 0.5}, {'ticker': 'HLX', 'exDate': '2000-11-14', 'paymentDate': '2000-11-14', 'ratio': 0.5}]"
312,GRNQ,[]
313,NEOS,[]
314,ISR,[]
315,WORX,[]
316,BRQS,[]
317,DARE,[]
318,NBY,"[{'ticker': 'NBY', 'exDate': '2015-12-21', 'paymentDate': '2015-12-21', 'declaredDate': '2015-12-21', 'ratio': 25, 'tofactor': 25, 'forfactor': 1}]"
319,VSTM,[]
320,VISL,"[{'ticker': 'VISL', 'exDate': '2020-08-03', 'paymentDate': '2020-08-03', 'declaredDate': '2020-08-03', 'ratio': 6, 'tofactor': 6, 'forfactor': 1}, {'ticker': 'VISL', 'exDate': '2019-05-13', 'paymentDate': '2019-05-13', 'declaredDate': '2019-05-13', 'ratio': 10, 'tofactor': 10, 'forfactor': 1}, {'ticker': 'VISL', 'exDate': '2013-04-10', 'paymentDate': '2013-04-10', 'ratio': 35.00175008750438}]"
321,NAOV,[]
322,UXIN,[]
323,SESN,[]
324,SYN,"[{'ticker': 'SYN', 'exDate': '2018-08-13', 'paymentDate': '2018-08-13', 'declaredDate': '2018-08-13', 'ratio': 35, 'tofactor': 35, 'forfactor': 1}, {'ticker': 'SYN', 'exDate': '2018-08-10', 'paymentDate': '2018-08-10', 'declaredDate': '2018-08-10', 'ratio': 35, 'tofactor': 35, 'forfactor': 1}, {'ticker': 'SYN', 'exDate': '2007-04-25', 'paymentDate': '2007-04-25', 'ratio': 3.000030000300003}]"
325,TLGT,"[{'ticker': 'TLGT', 'exDate': '2020-05-28', 'paymentDate': '2020-05-28', 'declaredDate': '2020-05-28', 'ratio': 10, 'tofactor': 10, 'forfactor': 1}]"
326,AMPE,[]
327,TANH,[]
328,VTVT,[]
329,GERN,[]
330,NVIV,"[{'ticker': 'NVIV', 'exDate': '2020-02-12', 'paymentDate': '2020-02-12', 'declaredDate': '2020-02-12', 'ratio': 30, 'tofactor': 30, 'forfactor': 1}, {'ticker': 'NVIV', 'exDate': '2018-04-17', 'paymentDate': '2018-04-17', 'declaredDate': '2018-04-17', 'ratio': 25, 'tofactor': 25, 'forfactor': 1}, {'ticker': 'NVIV', 'exDate': '2015-04-08', 'paymentDate': '2015-04-08', 'declaredDate': '2015-04-08', 'ratio': 4, 'tofactor': 4, 'forfactor': 1}]"
331,HOFV,[]
332,AIV,"[{'ticker': 'AIV', 'exDate': '2020-12-01', 'paymentDate': '2020-12-01', 'declaredDate': '2020-12-01', 'ratio': 1, 'tofactor': 1, 'forfactor': 1}, {'ticker': 'AIV', 'exDate': '2019-02-21', 'paymentDate': '2019-02-21', 'declaredDate': '2019-02-21', 'ratio': 1, 'tofactor': 1, 'forfactor': 1}, {'ticker': 'AIV', 'exDate': '2011-06-08', 'paymentDate': '2011-06-08', 'ratio': 1.25}]"
333,ARTL,[]
334,ENLC,"[{'ticker': 'ENLC', 'exDate': '2006-12-18', 'paymentDate': '2006-12-18', 'ratio': 0.3333333333333333}]"
335,BBD,"[{'ticker': 'BBD', 'exDate': '2020-04-14', 'paymentDate': '2020-04-21', 'ratio': 0.9090909090909091, 'tofactor': 100, 'forfactor': 110}, {'ticker': 'BBD', 'exDate': '2019-04-01', 'paymentDate': '2019-04-05', 'declaredDate': '2019-03-20', 'ratio': 0.8333333333333334, 'tofactor': 5, 'forfactor': 6}, {'ticker': 'BBD', 'exDate': '2018-04-02', 'paymentDate': '2018-04-06', 'declaredDate': '2018-03-16', 'ratio': 0.9090909090909091, 'tofactor': 100, 'forfactor': 110}, {'ticker': 'BBD', 'exDate': '2017-05-02', 'paymentDate': '2017-05-09', 'declaredDate': '2017-04-18', 'ratio': 0.9090909090909091, 'tofactor': 100, 'forfactor': 110}, {'ticker': 'BBD', 'exDate': '2016-04-18', 'paymentDate': '2016-04-26', 'declaredDate': '2016-04-06', 'ratio': 0.9090909090909091, 'tofactor': 100, 'forfactor': 110}, {'ticker': 'BBD', 'exDate': '2015-03-27', 'paymentDate': '2015-04-03', 'declaredDate': '2015-03-18', 'ratio': 0.8333333333333334, 'tofactor': 5, 'forfactor': 6}, {'ticker': 'BBD', 'exDate': '2013-03-26', 'paymentDate': '2013-03-26', 'ratio': 0.9090909090909091}, {'ticker': 'BBD', 'exDate': '2010-07-14', 'paymentDate': '2010-07-14', 'ratio': 0.9090909090909091}, {'ticker': 'BBD', 'exDate': '2008-04-16', 'paymentDate': '2008-04-16', 'ratio': 0.6666666666666666}, {'ticker': 'BBD', 'exDate': '2007-04-03', 'paymentDate': '2007-04-03', 'ratio': 0.5}, {'ticker': 'BBD', 'exDate': '2005-12-02', 'paymentDate': '2005-12-02', 'ratio': 0.5}, {'ticker': 'BBD', 'exDate': '2004-12-22', 'paymentDate': '2004-12-22', 'ratio': 0.3333333333333333}, {'ticker': 'BBD', 'exDate': '2004-03-22', 'paymentDate': '2004-03-22', 'ratio': 2}]"
336,IAG,[]
337,OBLN,"[{'ticker': 'OBLN', 'exDate': '2019-07-25', 'paymentDate': '2019-07-25', 'declaredDate': '2019-07-25', 'ratio': 10, 'tofactor': 10, 'forfactor': 1}]"
338,PTN,"[{'ticker': 'PTN', 'exDate': '2010-09-27', 'paymentDate': '2010-09-27', 'ratio': 10}]"
339,YJ,[]
340,GSM,[]
341,SOS,[]
342,WISA,"[{'ticker': 'WISA', 'exDate': '2020-04-09', 'paymentDate': '2020-04-09', 'declaredDate': '2020-04-09', 'ratio': 20, 'tofactor': 20, 'forfactor': 1}]"
343,TRVG,[]
344,LKCO,[]
345,OBSV,[]
346,EYES,"[{'ticker': 'EYES', 'exDate': '2020-01-06', 'paymentDate': '2020-01-06', 'declaredDate': '2020-01-06', 'ratio': 8, 'tofactor': 8, 'forfactor': 1}]"
347,IGC,"[{'ticker': 'IGC', 'exDate': '2013-04-19', 'paymentDate': '2013-04-19', 'ratio': 10}]"
348,REI,"[{'ticker': 'REI', 'exDate': '2008-06-02', 'paymentDate': '2008-06-02', 'ratio': 17.998560115190784}]"
349,XBIO,"[{'ticker': 'XBIO', 'exDate': '2019-06-25', 'paymentDate': '2019-06-25', 'declaredDate': '2019-06-25', 'ratio': 12, 'tofactor': 12, 'forfactor': 1}, {'ticker': 'XBIO', 'exDate': '2016-06-01', 'paymentDate': '2016-06-01', 'declaredDate': '2016-06-01', 'ratio': 33, 'tofactor': 33, 'forfactor': 1}]"
350,AZRX,[]
351,MTC,[]
352,ATIF,[]
353,ALRN,[]
354,ARPO,[]
355,SNCA,[]
356,BXRX,[]
357,ITP,"[{'ticker': 'ITP', 'exDate': '2009-11-05', 'paymentDate': '2009-11-05', 'ratio': 4}]"
358,LYG,[]
359,ASRT,[]
360,ABEO,"[{'ticker': 'ABEO', 'exDate': '2006-06-05', 'paymentDate': '2006-06-05', 'ratio': 5}, {'ticker': 'ABEO', 'exDate': '1998-06-18', 'paymentDate': '1998-06-18', 'ratio': 20}, {'ticker': 'ABEO', 'exDate': '1998-06-05', 'paymentDate': '1998-06-05', 'ratio': 20}]"
361,TMBR,[]
362,SPCB,"[{'ticker': 'SPCB', 'exDate': '2013-08-23', 'paymentDate': '2013-08-23', 'ratio': 4.250074376301585}, {'ticker': 'SPCB', 'exDate': '2007-05-14', 'paymentDate': '2007-05-14', 'ratio': 5.88200694076819}]"
363,MBIO,[]
364,CHS,"[{'ticker': 'CHS', 'exDate': '2005-02-23', 'paymentDate': '2005-02-23', 'ratio': 0.5}, {'ticker': 'CHS', 'exDate': '2002-07-30', 'paymentDate': '2002-07-30', 'ratio': 0.5}, {'ticker': 'CHS', 'exDate': '2002-01-22', 'paymentDate': '2002-01-22', 'ratio': 0.6666666666666666}, {'ticker': 'CHS', 'exDate': '2001-05-17', 'paymentDate': '2001-05-17', 'ratio': 0.6666666666666666}, {'ticker': 'CHS', 'exDate': '2000-01-18', 'paymentDate': '2000-01-18', 'ratio': 0.5}]"
365,BTU,[]
366,VEON,"[{'ticker': 'VEON', 'exDate': '2007-08-22', 'paymentDate': '2007-08-22', 'ratio': 0.2}, {'ticker': 'VEON', 'exDate': '2004-11-23', 'paymentDate': '2004-11-23', 'ratio': 0.3333333333333333}]"
367,TENX,"[{'ticker': 'TENX', 'exDate': '2018-02-26', 'paymentDate': '2018-02-26', 'declaredDate': '2018-02-26', 'ratio': 20, 'tofactor': 20, 'forfactor': 1}, {'ticker': 'TENX', 'exDate': '2013-05-13', 'paymentDate': '2013-05-13', 'ratio': 20}, {'ticker': 'TENX', 'exDate': '2009-11-09', 'paymentDate': '2009-11-09', 'ratio': 14.999250037498127}]"
368,CNET,"[{'ticker': 'CNET', 'exDate': '2016-08-19', 'paymentDate': '2016-08-19', 'declaredDate': '2016-08-19', 'ratio': 2.5, 'tofactor': 5, 'forfactor': 2}]"
369,UEC,[]
370,GNW,[]
371,DNN,"[{'ticker': 'DNN', 'exDate': '2006-12-06', 'paymentDate': '2006-12-06', 'ratio': 0.347222222222222}]"
372,AIHS,[]
373,IPDN,"[{'ticker': 'IPDN', 'exDate': '2016-09-27', 'paymentDate': '2016-09-27', 'declaredDate': '2016-09-27', 'ratio': 8, 'tofactor': 8, 'forfactor': 1}]"
374,HOTH,[]
375,QTT,[]
376,URG,[]
377,SNGX,"[{'ticker': 'SNGX', 'exDate': '2016-10-07', 'paymentDate': '2016-10-07', 'declaredDate': '2016-10-07', 'ratio': 10, 'tofactor': 10, 'forfactor': 1}, {'ticker': 'SNGX', 'exDate': '2012-02-01', 'paymentDate': '2012-02-01', 'ratio': 20}]"
378,ADTX,[]
379,CATB,"[{'ticker': 'CATB', 'exDate': '2018-12-31', 'paymentDate': '2018-12-31', 'declaredDate': '2018-12-31', 'ratio': 10, 'tofactor': 10, 'forfactor': 1}]"
380,VTNR,"[{'ticker': 'VTNR', 'exDate': '2009-05-04', 'paymentDate': '2009-05-04', 'ratio': 10}, {'ticker': 'VTNR', 'exDate': '2004-08-30', 'paymentDate': '2004-08-30', 'ratio': 59.98800239952009}]"
381,CLBS,"[{'ticker': 'CLBS', 'exDate': '2013-07-16', 'paymentDate': '2013-07-16', 'ratio': 10}, {'ticker': 'CLBS', 'exDate': '2007-08-09', 'paymentDate': '2007-08-09', 'ratio': 10}, {'ticker': 'CLBS', 'exDate': '2006-08-31', 'paymentDate': '2006-08-31', 'ratio': 10}]"
382,VTGN,[]
383,CPG,[]
384,BGCP,[]
385,USWS,[]
386,CIG,"[{'ticker': 'CIG', 'exDate': '2020-08-13', 'paymentDate': '2020-08-19', 'declaredDate': '2020-08-04', 'ratio': 0.9604948469451462, 'tofactor': 100, 'forfactor': 104.113}, {'ticker': 'CIG', 'exDate': '2014-01-13', 'paymentDate': '2014-01-10', 'ratio': 0.7647058823529411, 'tofactor': 13, 'forfactor': 17}, {'ticker': 'CIG', 'exDate': '2013-05-02', 'paymentDate': '2013-05-02', 'ratio': 0.8865248226950355}, {'ticker': 'CIG', 'exDate': '2012-05-14', 'paymentDate': '2012-05-14', 'ratio': 0.8}, {'ticker': 'CIG', 'exDate': '2009-05-14', 'paymentDate': '2009-05-14', 'ratio': 0.8}, {'ticker': 'CIG', 'exDate': '2007-06-12', 'paymentDate': '2007-06-12', 'ratio': 0.5}, {'ticker': 'CIG', 'exDate': '2007-05-08', 'paymentDate': '2007-05-08', 'ratio': 0.6666666666666666}, {'ticker': 'CIG', 'exDate': '1998-05-05', 'paymentDate': '1998-05-05', 'ratio': 0.8171937566396993}]"
387,UAMY,[]
388,MKD,[]
389,GTE,[]
390,VYNE,"[{'ticker': 'VYNE', 'exDate': '2021-02-16', 'paymentDate': '2021-02-16', 'declaredDate': '2021-02-16', 'ratio': 4, 'tofactor': 4, 'forfactor': 1}]"
391,ASM,[]
392,TMDI,[]
393,GGB,"[{'ticker': 'GGB', 'exDate': '2008-06-20', 'paymentDate': '2008-06-20', 'ratio': 0.5}, {'ticker': 'GGB', 'exDate': '2006-04-21', 'paymentDate': '2006-04-21', 'ratio': 0.6666666666666666}, {'ticker': 'GGB', 'exDate': '2005-04-19', 'paymentDate': '2005-04-19', 'ratio': 0.6666666666666666}, {'ticker': 'GGB', 'exDate': '2004-05-07', 'paymentDate': '2004-05-07', 'ratio': 0.5}, {'ticker': 'GGB', 'exDate': '2003-05-13', 'paymentDate': '2003-05-13', 'ratio': 0.7692307692307692}, {'ticker': 'GGB', 'exDate': '2000-05-09', 'paymentDate': '2000-05-09', 'ratio': 0.5}]"
394,BRFS,"[{'ticker': 'BRFS', 'exDate': '2010-04-08', 'paymentDate': '2010-04-08', 'ratio': 0.25}, {'ticker': 'BRFS', 'exDate': '2006-04-20', 'paymentDate': '2006-04-20', 'ratio': 0.3333333333333333}]"
395,LODE,"[{'ticker': 'LODE', 'exDate': '2019-11-29', 'paymentDate': '2019-11-29', 'declaredDate': '2019-11-29', 'ratio': 5, 'tofactor': 5, 'forfactor': 1}, {'ticker': 'LODE', 'exDate': '2017-11-10', 'paymentDate': '2017-11-10', 'declaredDate': '2017-11-10', 'ratio': 5, 'tofactor': 5, 'forfactor': 1}]"
396,BBIG,[]
397,ACB,"[{'ticker': 'ACB', 'exDate': '2020-05-11', 'paymentDate': '2020-05-11', 'declaredDate': '2020-05-11', 'ratio': 12, 'tofactor': 12, 'forfactor': 1}]"
398,F,"[{'ticker': 'F', 'exDate': '2000-08-03', 'paymentDate': '2000-08-03', 'ratio': 0.6365372374283896}, {'ticker': 'F', 'exDate': '2000-06-28', 'paymentDate': '2000-06-28', 'ratio': 0.9607}, {'ticker': 'F', 'exDate': '1998-04-07', 'paymentDate': '1998-04-07', 'ratio': 0.6641}]"
399,AAL,[]
400,GE,"[{'ticker': 'GE', 'exDate': '2000-05-08', 'paymentDate': '2000-05-08', 'ratio': 0.3333333333333333}]"
401,AMC,[]
402,INO,"[{'ticker': 'INO', 'exDate': '2014-06-05', 'paymentDate': '2014-06-05', 'declaredDate': '2014-06-05', 'ratio': 4, 'tofactor': 4, 'forfactor': 1}, {'ticker': 'INO', 'exDate': '2004-09-13', 'paymentDate': '2004-09-13', 'ratio': 4}]"
403,HEXO,"[{'ticker': 'HEXO', 'exDate': '2020-12-23', 'paymentDate': '2020-12-23', 'declaredDate': '2020-12-23', 'ratio': 4, 'tofactor': 4, 'forfactor': 1}]"
404,BNGO,[]
405,SOLO,[]
406,SRNE,"[{'ticker': 'SRNE', 'exDate': '2013-08-01', 'paymentDate': '2013-08-01', 'ratio': 25}, {'ticker': 'SRNE', 'exDate': '2008-10-07', 'paymentDate': '2008-10-07', 'ratio': 10}]"
407,CRON,[]
408,VXRT,"[{'ticker': 'VXRT', 'exDate': '2012-11-09', 'paymentDate': '2012-11-09', 'ratio': 5.9998800023999515}]"
409,APHA,[]
410,MVIS,"[{'ticker': 'MVIS', 'exDate': '2012-02-21', 'paymentDate': '2012-02-21', 'ratio': 8}]"
411,JBLU,"[{'ticker': 'JBLU', 'exDate': '2005-12-27', 'paymentDate': '2005-12-27', 'ratio': 0.6666666666666666}, {'ticker': 'JBLU', 'exDate': '2003-11-21', 'paymentDate': '2003-11-21', 'ratio': 0.6666666666666666}, {'ticker': 'JBLU', 'exDate': '2002-12-13', 'paymentDate': '2002-12-13', 'ratio': 0.6666666666666666}]"
412,ZNGA,[]
413,KODK,[]
414,NNDM,"[{'ticker': 'NNDM', 'exDate': '2019-10-22', 'paymentDate': '2019-10-22', 'declaredDate': '2019-10-22', 'ratio': 10, 'tofactor': 10, 'forfactor': 1}]"
415,NRZ,[]
416,OCGN,[]
417,GEVO,"[{'ticker': 'GEVO', 'exDate': '2018-06-04', 'paymentDate': '2018-06-04', 'declaredDate': '2018-06-04', 'ratio': 20, 'tofactor': 20, 'forfactor': 1}, {'ticker': 'GEVO', 'exDate': '2017-01-06', 'paymentDate': '2017-01-06', 'declaredDate': '2017-01-06', 'ratio': 20, 'tofactor': 20, 'forfactor': 1}, {'ticker': 'GEVO', 'exDate': '2015-04-21', 'paymentDate': '2015-04-21', 'declaredDate': '2015-04-21', 'ratio': 15, 'tofactor': 15, 'forfactor': 1}]"
418,HYLN,[]
419,IDEX,"[{'ticker': 'IDEX', 'exDate': '2012-02-13', 'paymentDate': '2012-02-13', 'ratio': 75.01875468867217}]"
420,CPE,"[{'ticker': 'CPE', 'exDate': '2020-08-10', 'paymentDate': '2020-08-10', 'declaredDate': '2020-08-10', 'ratio': 10, 'tofactor': 10, 'forfactor': 1}]"
421,MRO,"[{'ticker': 'MRO', 'exDate': '2011-06-30', 'paymentDate': '2011-06-30', 'ratio': 0.5965}, {'ticker': 'MRO', 'exDate': '2007-06-19', 'paymentDate': '2007-06-19', 'ratio': 0.5}]"
422,M,"[{'ticker': 'M', 'exDate': '2006-06-12', 'paymentDate': '2006-06-12', 'ratio': 0.5}]"
423,BB,"[{'ticker': 'BB', 'exDate': '2007-08-21', 'paymentDate': '2007-08-21', 'ratio': 0.3333333333333333}, {'ticker': 'BB', 'exDate': '2004-06-07', 'paymentDate': '2004-06-07', 'ratio': 0.5}]"
424,CODX,[]
425,ET,[]
426,FSR,[]
427,SKT,"[{'ticker': 'SKT', 'exDate': '2011-01-25', 'paymentDate': '2011-01-25', 'ratio': 0.5}, {'ticker': 'SKT', 'exDate': '2004-12-29', 'paymentDate': '2004-12-29', 'ratio': 0.5}]"
428,HTBX,"[{'ticker': 'HTBX', 'exDate': '2020-12-11', 'paymentDate': '2020-12-11', 'declaredDate': '2020-12-11', 'ratio': 7, 'tofactor': 7, 'forfactor': 1}, {'ticker': 'HTBX', 'exDate': '2018-01-22', 'paymentDate': '2018-01-22', 'declaredDate': '2018-01-22', 'ratio': 10, 'tofactor': 10, 'forfactor': 1}]"
429,UAVS,"[{'ticker': 'UAVS', 'exDate': '2008-07-28', 'paymentDate': '2008-07-28', 'ratio': 5}]"
430,SDC,[]
431,UA,"[{'ticker': 'UA', 'exDate': '2014-04-15', 'paymentDate': '2014-04-14', 'declaredDate': '2014-03-17', 'ratio': 0.5, 'tofactor': 1, 'forfactor': 2}, {'ticker': 'UA', 'exDate': '2012-07-10', 'paymentDate': '2012-07-10', 'ratio': 0.5}]"
432,CNK,[]
433,AYRO,[]
434,KNDI,[]
435,WWR,"[{'ticker': 'WWR', 'exDate': '2019-04-23', 'paymentDate': '2019-04-23', 'declaredDate': '2019-04-23', 'ratio': 50, 'tofactor': 50, 'forfactor': 1}, {'ticker': 'WWR', 'exDate': '2013-01-23', 'paymentDate': '2013-01-23', 'ratio': 10}, {'ticker': 'WWR', 'exDate': '2006-04-11', 'paymentDate': '2006-04-11', 'ratio': 4}]"
436,OPK,[]
437,AUY,[]
438,CBAT,"[{'ticker': 'CBAT', 'exDate': '2014-12-19', 'paymentDate': '2014-12-19', 'declaredDate': '2014-12-19', 'ratio': 100, 'tofactor': 100, 'forfactor': 1}, {'ticker': 'CBAT', 'exDate': '2012-10-26', 'paymentDate': '2012-10-26', 'ratio': 5}]"
439,X,[]
440,COTY,[]
441,PCG,[]
442,VFF,[]
443,FRSX,[]
444,INSG,"[{'ticker': 'INSG', 'exDate': '2002-10-29', 'paymentDate': '2002-10-29', 'ratio': 14.999250037498127}]"
445,CLNE,[]
446,PRTY,[]
447,ERIC,"[{'ticker': 'ERIC', 'exDate': '2008-06-09', 'paymentDate': '2008-06-09', 'ratio': 0.5}, {'ticker': 'ERIC', 'exDate': '2002-10-23', 'paymentDate': '2002-10-23', 'ratio': 10}, {'ticker': 'ERIC', 'exDate': '2000-05-08', 'paymentDate': '2000-05-08', 'ratio': 0.25}, {'ticker': 'ERIC', 'exDate': '1998-05-22', 'paymentDate': '1998-05-22', 'ratio': 0.5}]"
448,AMRN,"[{'ticker': 'AMRN', 'exDate': '2008-01-18', 'paymentDate': '2008-01-18', 'ratio': 10}, {'ticker': 'AMRN', 'exDate': '1998-10-19', 'paymentDate': '1998-10-19', 'ratio': 10}]"
449,BTG,[]
450,UONE,"[{'ticker': 'UONE', 'exDate': '2000-06-06', 'paymentDate': '2000-06-06', 'ratio': 0.333333333333333}]"
451,TEVA,"[{'ticker': 'TEVA', 'exDate': '2004-07-01', 'paymentDate': '2004-07-01', 'ratio': 0.5}, {'ticker': 'TEVA', 'exDate': '2002-12-06', 'paymentDate': '2002-12-06', 'ratio': 0.5}, {'ticker': 'TEVA', 'exDate': '2000-02-23', 'paymentDate': '2000-02-23', 'ratio': 0.5}]"
452,SWBI,[]
453,SIRI,"[{'ticker': 'SIRI', 'exDate': '2011-10-09', 'paymentDate': '2011-10-09', 'ratio': 4}, {'ticker': 'SIRI', 'exDate': '2011-05-02', 'paymentDate': '2011-05-02', 'ratio': 1.16666666666667}]"
454,APXT,[]
455,DVAX,"[{'ticker': 'DVAX', 'exDate': '2014-11-10', 'paymentDate': '2014-11-10', 'declaredDate': '2014-11-10', 'ratio': 10, 'tofactor': 10, 'forfactor': 1}]"
456,SPI,"[{'ticker': 'SPI', 'exDate': '2018-11-16', 'paymentDate': '2018-11-16', 'declaredDate': '2018-11-16', 'ratio': 10, 'tofactor': 10, 'forfactor': 1}, {'ticker': 'SPI', 'exDate': '2017-11-08', 'paymentDate': '2017-11-08', 'declaredDate': '2017-11-08', 'ratio': 10, 'tofactor': 10, 'forfactor': 1}]"
457,OIS,[]
458,APT,[]
459,CUK,[]
460,AMCR,[]
461,PK,[]
462,NTEC,"[{'ticker': 'NTEC', 'exDate': '2020-10-30', 'paymentDate': '2020-10-30', 'declaredDate': '2020-10-30', 'ratio': 20, 'tofactor': 20, 'forfactor': 1}]"
463,BFT,[]
464,CAN,[]
465,KGC,"[{'ticker': 'KGC', 'exDate': '2003-02-03', 'paymentDate': '2003-02-03', 'ratio': 3.000030000300003}]"
466,VERU,[]
467,AGNC,[]
468,POLA,[]
469,TWO,"[{'ticker': 'TWO', 'exDate': '2017-11-02', 'paymentDate': '2017-11-02', 'declaredDate': '2017-11-02', 'ratio': 2, 'tofactor': 2, 'forfactor': 1}, {'ticker': 'TWO', 'exDate': '2017-11-01', 'paymentDate': '2017-11-01', 'declaredDate': '2017-11-01', 'ratio': 2, 'tofactor': 2, 'forfactor': 1}, {'ticker': 'TWO', 'exDate': '2013-03-27', 'paymentDate': '2013-03-27', 'ratio': 0.931098696461825}]"
470,ADT,[]
