,symbol,splits
728,BBVA,"[{'ticker': 'BBVA', 'exDate': '2012-04-10', 'paymentDate': '2012-04-10', 'ratio': 0.979166666666667}, {'ticker': 'BBVA', 'exDate': '2011-03-28', 'paymentDate': '2011-03-28', 'ratio': 0.983333333333333}, {'ticker': 'BBVA', 'exDate': '2009-04-06', 'paymentDate': '2009-04-06', 'ratio': 0.984155102844208}, {'ticker': 'BBVA', 'exDate': '1998-07-14', 'paymentDate': '1998-07-14', 'ratio': 0.3333333333333333}]"
729,JG,[]
730,VRAY,[]
731,CXW,"[{'ticker': 'CXW', 'exDate': '2007-07-09', 'paymentDate': '2007-07-09', 'ratio': 0.5}, {'ticker': 'CXW', 'exDate': '2006-09-14', 'paymentDate': '2006-09-14', 'ratio': 0.6666666666666666}, {'ticker': 'CXW', 'exDate': '2001-05-18', 'paymentDate': '2001-05-18', 'ratio': 10}]"
732,SVC,[]
733,QELL,[]
734,QLI,[]
735,TALO,[]
736,NG,[]
737,NPA,[]
738,HRTX,"[{'ticker': 'HRTX', 'exDate': '2007-05-25', 'paymentDate': '2007-05-25', 'ratio': 4}]"
739,MGY,[]
740,OII,"[{'ticker': 'OII', 'exDate': '2011-06-13', 'paymentDate': '2011-06-13', 'ratio': 0.5}, {'ticker': 'OII', 'exDate': '2006-06-19', 'paymentDate': '2006-06-19', 'ratio': 0.5}]"
741,SOGO,[]
742,SBRA,"[{'ticker': 'SBRA', 'exDate': '2010-11-16', 'paymentDate': '2010-11-16', 'ratio': 3.000030000300003}]"
743,MBT,"[{'ticker': 'MBT', 'exDate': '2010-05-03', 'paymentDate': '2010-05-03', 'ratio': 0.4}, {'ticker': 'MBT', 'exDate': '2005-01-03', 'paymentDate': '2005-01-03', 'ratio': 0.25}]"
744,VOD,"[{'ticker': 'VOD', 'exDate': '2014-02-24', 'paymentDate': '2014-02-24', 'declaredDate': '2014-02-24', 'ratio': 1.8333333333333333, 'tofactor': 11, 'forfactor': 6}, {'ticker': 'VOD', 'exDate': '2006-07-31', 'paymentDate': '2006-07-31', 'ratio': 1.1428571428571428}, {'ticker': 'VOD', 'exDate': '2006-07-28', 'paymentDate': '2006-07-28', 'ratio': 1.1428571428571428}, {'ticker': 'VOD', 'exDate': '1999-10-04', 'paymentDate': '1999-10-04', 'ratio': 0.2}]"
745,ONCT,[]
746,KAR,[]
747,CCX,[]
748,BKD,[]
749,CCJ,"[{'ticker': 'CCJ', 'exDate': '2006-02-23', 'paymentDate': '2006-02-23', 'ratio': 0.5}, {'ticker': 'CCJ', 'exDate': '2005-01-07', 'paymentDate': '2005-01-07', 'ratio': 0.3333333333333333}]"
750,COG,"[{'ticker': 'COG', 'exDate': '2013-08-15', 'paymentDate': '2013-08-15', 'ratio': 0.5}, {'ticker': 'COG', 'exDate': '2012-01-26', 'paymentDate': '2012-01-26', 'ratio': 0.5}, {'ticker': 'COG', 'exDate': '2007-04-02', 'paymentDate': '2007-04-02', 'ratio': 0.5}, {'ticker': 'COG', 'exDate': '2005-04-01', 'paymentDate': '2005-04-01', 'ratio': 0.6666666666666666}]"
751,UNIT,[]
752,CNHI,[]
753,PTEN,"[{'ticker': 'PTEN', 'exDate': '2004-07-01', 'paymentDate': '2004-07-01', 'ratio': 0.5}, {'ticker': 'PTEN', 'exDate': '1998-01-26', 'paymentDate': '1998-01-26', 'ratio': 0.5}]"
754,ESRT,[]
755,MDXG,"[{'ticker': 'MDXG', 'exDate': '2008-04-02', 'paymentDate': '2008-04-02', 'ratio': 3.0864197530864197}]"
756,QRTEA,[]
757,EXTR,"[{'ticker': 'EXTR', 'exDate': '2000-08-25', 'paymentDate': '2000-08-25', 'ratio': 0.5}]"
758,INAQ,[]
759,MPLN,[]
760,TV,"[{'ticker': 'TV', 'exDate': '2006-03-22', 'paymentDate': '2006-03-22', 'ratio': 0.25}]"
761,STIC,[]
762,GPK,"[{'ticker': 'GPK', 'exDate': '2000-01-03', 'paymentDate': '2000-01-03', 'ratio': 0.5555555555555556}]"
763,FLEX,"[{'ticker': 'FLEX', 'exDate': '2000-10-17', 'paymentDate': '2000-10-17', 'ratio': 0.5}, {'ticker': 'FLEX', 'exDate': '1999-12-23', 'paymentDate': '1999-12-23', 'ratio': 0.5}, {'ticker': 'FLEX', 'exDate': '1999-01-12', 'paymentDate': '1999-01-12', 'ratio': 0.5}]"
764,ARI,[]
765,BDN,[]
766,YQ,[]
767,IBN,"[{'ticker': 'IBN', 'exDate': '2017-06-19', 'paymentDate': '2017-06-19', 'declaredDate': '2017-06-05', 'ratio': 0.9090909090909091, 'tofactor': 100, 'forfactor': 110}, {'ticker': 'IBN', 'exDate': '2014-12-09', 'paymentDate': '2014-12-08', 'ratio': 0.2, 'tofactor': 1, 'forfactor': 5}]"
768,GSAH,[]
769,RHE,"[{'ticker': 'RHE', 'exDate': '2019-01-02', 'paymentDate': '2019-01-02', 'declaredDate': '2019-01-02', 'ratio': 12, 'tofactor': 12, 'forfactor': 1}, {'ticker': 'RHE', 'exDate': '2012-10-03', 'paymentDate': '2012-10-03', 'ratio': 0.9523809523809523}, {'ticker': 'RHE', 'exDate': '2011-09-28', 'paymentDate': '2011-09-28', 'ratio': 0.9523809523809523}, {'ticker': 'RHE', 'exDate': '2010-09-28', 'paymentDate': '2010-09-28', 'ratio': 0.9523809523809523}]"
770,MDRX,[]
771,RLGY,[]
772,NOV,"[{'ticker': 'NOV', 'exDate': '2007-10-01', 'paymentDate': '2007-10-01', 'ratio': 0.5}]"
773,EAF,[]
774,APWC,[]
775,AMKR,[]
776,CNX,"[{'ticker': 'CNX', 'exDate': '2006-06-01', 'paymentDate': '2006-06-01', 'ratio': 0.5}]"
777,AROC,[]
778,PIPP,[]
779,ASMB,[]
780,DOC,[]
781,ATNF,[]
782,WIT,"[{'ticker': 'WIT', 'exDate': '2019-03-15', 'paymentDate': '2019-03-14', 'ratio': 0.75, 'tofactor': 3, 'forfactor': 4}, {'ticker': 'WIT', 'exDate': '2017-06-22', 'paymentDate': '2017-06-21', 'ratio': 0.5, 'tofactor': 1, 'forfactor': 2}, {'ticker': 'WIT', 'exDate': '2013-04-08', 'paymentDate': '2013-04-08', 'ratio': 0.892060660124888}, {'ticker': 'WIT', 'exDate': '2010-06-23', 'paymentDate': '2010-06-23', 'ratio': 0.5999988000023999}, {'ticker': 'WIT', 'exDate': '2005-09-02', 'paymentDate': '2005-09-02', 'ratio': 0.5}, {'ticker': 'WIT', 'exDate': '2004-07-02', 'paymentDate': '2004-07-02', 'ratio': 0.3333333333333333}]"
783,AACQ,[]
784,CFII,[]
785,ADVM,[]
786,ZIOP,"[{'ticker': 'ZIOP', 'exDate': '2005-08-24', 'paymentDate': '2005-08-24', 'ratio': 40}]"
787,CGEN,[]
788,PSAC,[]
789,AJAX,[]
790,ORCC,[]
791,TECK,"[{'ticker': 'TECK', 'exDate': '2007-05-11', 'paymentDate': '2007-05-11', 'ratio': 0.5}]"
792,NYCB,"[{'ticker': 'NYCB', 'exDate': '2004-02-18', 'paymentDate': '2004-02-18', 'ratio': 0.7500018750046875}, {'ticker': 'NYCB', 'exDate': '2003-05-22', 'paymentDate': '2003-05-22', 'ratio': 0.7500018750046875}, {'ticker': 'NYCB', 'exDate': '2001-09-21', 'paymentDate': '2001-09-21', 'ratio': 0.6666666666666666}, {'ticker': 'NYCB', 'exDate': '2001-03-30', 'paymentDate': '2001-03-30', 'ratio': 0.6666666666666666}, {'ticker': 'NYCB', 'exDate': '1998-09-30', 'paymentDate': '1998-09-30', 'ratio': 0.6666666666666666}]"
793,FSRV,[]
794,ING,"[{'ticker': 'ING', 'exDate': '2001-07-13', 'paymentDate': '2001-07-13', 'ratio': 0.5}]"
795,BRX,[]
796,KYN,[]
797,ICLK,[]
798,TROX,"[{'ticker': 'TROX', 'exDate': '2012-07-26', 'paymentDate': '2012-07-26', 'ratio': 0.2}]"
799,VIRI,[]
800,CYTH,[]
801,GLNG,[]
802,KOSS,"[{'ticker': 'KOSS', 'exDate': '2009-12-02', 'paymentDate': '2009-12-02', 'ratio': 0.5}, {'ticker': 'KOSS', 'exDate': '2001-11-06', 'paymentDate': '2001-11-06', 'ratio': 0.5}]"
803,AXL,[]
804,UBS,"[{'ticker': 'UBS', 'exDate': '2006-07-09', 'paymentDate': '2006-07-09', 'ratio': 0.5}, {'ticker': 'UBS', 'exDate': '2001-07-15', 'paymentDate': '2001-07-15', 'ratio': 0.333333333333333}]"
805,KOPN,"[{'ticker': 'KOPN', 'exDate': '2000-07-13', 'paymentDate': '2000-07-13', 'ratio': 0.5}, {'ticker': 'KOPN', 'exDate': '1999-12-30', 'paymentDate': '1999-12-30', 'ratio': 0.5}]"
806,NCZ,[]
807,EQNR,[]
808,AFMD,[]
809,EPZM,[]
810,WPF,[]
811,MFC,"[{'ticker': 'MFC', 'exDate': '2006-06-05', 'paymentDate': '2006-06-05', 'ratio': 0.5}]"
812,PVG,[]
813,CLVR,[]
814,EXPC,[]
815,OI,[]
816,MACK,"[{'ticker': 'MACK', 'exDate': '2017-09-06', 'paymentDate': '2017-09-06', 'declaredDate': '2017-09-06', 'ratio': 10, 'tofactor': 10, 'forfactor': 1}]"
817,RLJ,[]
818,TGNA,[]
819,SBH,[]
820,SLM,"[{'ticker': 'SLM', 'exDate': '2003-06-23', 'paymentDate': '2003-06-23', 'ratio': 0.3333333333333333}, {'ticker': 'SLM', 'exDate': '1998-01-05', 'paymentDate': '1998-01-05', 'ratio': 0.2857142857142857}]"
821,PAGP,"[{'ticker': 'PAGP', 'exDate': '2016-11-16', 'paymentDate': '2016-11-16', 'declaredDate': '2016-11-16', 'ratio': 2, 'tofactor': 2, 'forfactor': 1}, {'ticker': 'PAGP', 'exDate': '2016-11-15', 'paymentDate': '2016-11-15', 'declaredDate': '2016-11-15', 'ratio': 2, 'tofactor': 2, 'forfactor': 1}]"
822,SMFG,"[{'ticker': 'SMFG', 'exDate': '2010-10-31', 'paymentDate': '2010-10-31', 'ratio': 2}]"
823,SFL,[]
824,MTG,[]
825,GBR,"[{'ticker': 'GBR', 'exDate': '2003-10-29', 'paymentDate': '2003-10-29', 'ratio': 0.5}, {'ticker': 'GBR', 'exDate': '2002-02-05', 'paymentDate': '2002-02-05', 'ratio': 0.8}, {'ticker': 'GBR', 'exDate': '2001-12-03', 'paymentDate': '2001-12-03', 'ratio': 25}]"
826,COMM,[]
827,STAY,[]
828,HBM,[]
829,MLCO,[]
830,CS,"[{'ticker': 'CS', 'exDate': '2013-04-30', 'paymentDate': '2013-04-30', 'ratio': 0.9765625}]"
831,VLY,"[{'ticker': 'VLY', 'exDate': '2012-05-09', 'paymentDate': '2012-05-09', 'ratio': 0.9523809523809523}, {'ticker': 'VLY', 'exDate': '2011-05-04', 'paymentDate': '2011-05-04', 'ratio': 0.9523809523809523}, {'ticker': 'VLY', 'exDate': '2010-05-05', 'paymentDate': '2010-05-05', 'ratio': 0.9523809523809523}, {'ticker': 'VLY', 'exDate': '2009-05-06', 'paymentDate': '2009-05-06', 'ratio': 0.9523809523809523}, {'ticker': 'VLY', 'exDate': '2008-05-07', 'paymentDate': '2008-05-07', 'ratio': 0.9523809523809523}, {'ticker': 'VLY', 'exDate': '2007-05-09', 'paymentDate': '2007-05-09', 'ratio': 0.9523809523809523}, {'ticker': 'VLY', 'exDate': '2006-05-04', 'paymentDate': '2006-05-04', 'ratio': 0.9523809523809523}, {'ticker': 'VLY', 'exDate': '2005-05-04', 'paymentDate': '2005-05-04', 'ratio': 0.9523809523809523}, {'ticker': 'VLY', 'exDate': '2004-04-28', 'paymentDate': '2004-04-28', 'ratio': 0.952380952380952}, {'ticker': 'VLY', 'exDate': '2003-04-30', 'paymentDate': '2003-04-30', 'ratio': 0.9523809523809523}, {'ticker': 'VLY', 'exDate': '2002-05-20', 'paymentDate': '2002-05-20', 'ratio': 0.8}, {'ticker': 'VLY', 'exDate': '2001-05-02', 'paymentDate': '2001-05-02', 'ratio': 0.9523809523809523}, {'ticker': 'VLY', 'exDate': '2000-05-03', 'paymentDate': '2000-05-03', 'ratio': 0.9523809523809523}, {'ticker': 'VLY', 'exDate': '1999-05-05', 'paymentDate': '1999-05-05', 'ratio': 0.9523809523809523}, {'ticker': 'VLY', 'exDate': '1998-05-19', 'paymentDate': '1998-05-19', 'ratio': 0.8}]"
832,FTOC,[]
833,JWS,[]
834,SHO,[]
835,DRH,[]
836,TWNK,[]
837,TS,"[{'ticker': 'TS', 'exDate': '2006-04-27', 'paymentDate': '2006-04-27', 'ratio': 0.2}]"
838,IRWD,[]
839,DNOW,[]
840,WBT,[]
841,SITC,"[{'ticker': 'SITC', 'exDate': '1998-08-04', 'paymentDate': '1998-08-04', 'ratio': 0.5}]"
842,HEC,[]
843,PGRE,[]
844,ISBC,[]
845,RPAI,[]
846,ZNTE,[]
847,AACG,[]
848,SVFAU,[]
849,CHRS,[]
850,BVN,"[{'ticker': 'BVN', 'exDate': '2008-07-23', 'paymentDate': '2008-07-23', 'ratio': 0.5}, {'ticker': 'BVN', 'exDate': '2003-11-13', 'paymentDate': '2003-11-13', 'ratio': 0.5}]"
851,APG,[]
852,UMPQ,[]
853,FBP,"[{'ticker': 'FBP', 'exDate': '2011-01-07', 'paymentDate': '2011-01-07', 'ratio': 14.999250037498127}, {'ticker': 'FBP', 'exDate': '2005-07-01', 'paymentDate': '2005-07-01', 'ratio': 0.5}, {'ticker': 'FBP', 'exDate': '2002-10-01', 'paymentDate': '2002-10-01', 'ratio': 0.6666666666666666}, {'ticker': 'FBP', 'exDate': '1998-06-01', 'paymentDate': '1998-06-01', 'ratio': 0.5}]"
854,EC,[]
855,BSBR,[]
856,AMX,"[{'ticker': 'AMX', 'exDate': '2011-07-01', 'paymentDate': '2011-07-01', 'ratio': 0.5}, {'ticker': 'AMX', 'exDate': '2005-07-21', 'paymentDate': '2005-07-21', 'ratio': 0.3333333333333333}]"
857,FNB,"[{'ticker': 'FNB', 'exDate': '2003-05-12', 'paymentDate': '2003-05-12', 'ratio': 0.952380952380952}, {'ticker': 'FNB', 'exDate': '2002-05-14', 'paymentDate': '2002-05-14', 'ratio': 0.952380952380952}, {'ticker': 'FNB', 'exDate': '2001-04-30', 'paymentDate': '2001-04-30', 'ratio': 0.952380952380952}, {'ticker': 'FNB', 'exDate': '2000-04-25', 'paymentDate': '2000-04-25', 'ratio': 0.952380952380952}, {'ticker': 'FNB', 'exDate': '1999-05-03', 'paymentDate': '1999-05-03', 'ratio': 0.952380952380952}, {'ticker': 'FNB', 'exDate': '1998-04-15', 'paymentDate': '1998-04-15', 'ratio': 0.952380952380952}]"
858,VSPR,[]
859,EBC,[]
860,TTMI,[]
861,SBS,"[{'ticker': 'SBS', 'exDate': '2013-04-30', 'paymentDate': '2013-04-30', 'ratio': 0.3333333333333333}, {'ticker': 'SBS', 'exDate': '2013-01-24', 'paymentDate': '2013-01-24', 'ratio': 0.5}]"
862,CADE,[]
863,UE,[]
864,PRMW,[]
865,AAME,[]
866,VIV,[]
867,LXP,[]
868,ESI,[]
869,BPFH,[]
870,ROIC,[]
871,AGCB,[]
872,STLA,[]
873,GMBTU,[]
874,ASB,"[{'ticker': 'ASB', 'exDate': '2004-05-13', 'paymentDate': '2004-05-13', 'ratio': 0.6666666666666666}, {'ticker': 'ASB', 'exDate': '2002-04-24', 'paymentDate': '2002-04-24', 'ratio': 0.909090909090909}, {'ticker': 'ASB', 'exDate': '2000-05-29', 'paymentDate': '2000-05-29', 'ratio': 0.909090909090909}, {'ticker': 'ASB', 'exDate': '1998-06-15', 'paymentDate': '1998-06-15', 'ratio': 0.8}]"
875,GCMG,[]
876,TZPSU,[]
877,SPRQ,[]
878,TBA,[]
879,FINMU,[]
880,NIO,[]
881,DAL,[]
882,PFE,"[{'ticker': 'PFE', 'exDate': '1999-07-01', 'paymentDate': '1999-07-01', 'ratio': 0.3333333333333333}]"
883,T,"[{'ticker': 'T', 'exDate': '1998-03-20', 'paymentDate': '1998-03-20', 'ratio': 0.5}]"
884,NKLA,[]
885,CCL,"[{'ticker': 'CCL', 'exDate': '1998-06-15', 'paymentDate': '1998-06-15', 'ratio': 0.5}]"
886,SPCE,[]
887,XOM,"[{'ticker': 'XOM', 'exDate': '2001-07-19', 'paymentDate': '2001-07-19', 'ratio': 0.5}]"
888,KO,"[{'ticker': 'KO', 'exDate': '2012-08-13', 'paymentDate': '2012-08-13', 'ratio': 0.5}]"
889,LUV,"[{'ticker': 'LUV', 'exDate': '2001-02-16', 'paymentDate': '2001-02-16', 'ratio': 0.6666666666666666}, {'ticker': 'LUV', 'exDate': '1999-07-20', 'paymentDate': '1999-07-20', 'ratio': 0.6666666666666666}, {'ticker': 'LUV', 'exDate': '1998-08-21', 'paymentDate': '1998-08-21', 'ratio': 0.6666666666666666}]"
890,WKHS,"[{'ticker': 'WKHS', 'exDate': '2015-12-11', 'paymentDate': '2015-12-11', 'declaredDate': '2015-12-11', 'ratio': 10, 'tofactor': 10, 'forfactor': 1}]"
891,PLTR,[]
892,UBER,[]
893,FCEL,"[{'ticker': 'FCEL', 'exDate': '2019-05-09', 'paymentDate': '2019-05-09', 'declaredDate': '2019-05-09', 'ratio': 12, 'tofactor': 12, 'forfactor': 1}, {'ticker': 'FCEL', 'exDate': '2015-12-04', 'paymentDate': '2015-12-04', 'declaredDate': '2015-12-04', 'ratio': 12, 'tofactor': 12, 'forfactor': 1}, {'ticker': 'FCEL', 'exDate': '2001-06-20', 'paymentDate': '2001-06-20', 'ratio': 0.5}, {'ticker': 'FCEL', 'exDate': '2000-09-14', 'paymentDate': '2000-09-14', 'ratio': 0.5}, {'ticker': 'FCEL', 'exDate': '1999-11-17', 'paymentDate': '1999-11-17', 'ratio': 0.6666666666666666}]"
894,NCLH,[]
895,BAC,"[{'ticker': 'BAC', 'exDate': '2004-08-30', 'paymentDate': '2004-08-30', 'ratio': 0.5}]"
896,CGC,[]
897,WORK,[]
898,UAL,[]
899,INTC,"[{'ticker': 'INTC', 'exDate': '2000-07-31', 'paymentDate': '2000-07-31', 'ratio': 0.5}, {'ticker': 'INTC', 'exDate': '1999-04-12', 'paymentDate': '1999-04-12', 'ratio': 0.5}]"
900,TLRY,[]
901,WFC,"[{'ticker': 'WFC', 'exDate': '2006-08-14', 'paymentDate': '2006-08-14', 'ratio': 0.5}]"
902,VZ,"[{'ticker': 'VZ', 'exDate': '2010-07-01', 'paymentDate': '2010-07-01', 'ratio': 0.937889}, {'ticker': 'VZ', 'exDate': '2008-03-31', 'paymentDate': '2008-03-31', 'ratio': 0.99537}, {'ticker': 'VZ', 'exDate': '2006-11-19', 'paymentDate': '2006-11-19', 'ratio': 0.96334}, {'ticker': 'VZ', 'exDate': '1998-06-30', 'paymentDate': '1998-06-30', 'ratio': 0.5}]"
903,BP,"[{'ticker': 'BP', 'exDate': '1999-10-04', 'paymentDate': '1999-10-04', 'ratio': 0.5}]"
904,GM,[]
905,BLNK,"[{'ticker': 'BLNK', 'exDate': '2011-03-08', 'paymentDate': '2011-03-08', 'ratio': 50}, {'ticker': 'BLNK', 'exDate': '2011-02-24', 'paymentDate': '2011-02-24', 'ratio': 50}]"
906,SAVE,[]
907,MARA,"[{'ticker': 'MARA', 'exDate': '2019-04-08', 'paymentDate': '2019-04-08', 'declaredDate': '2019-04-08', 'ratio': 4, 'tofactor': 4, 'forfactor': 1}, {'ticker': 'MARA', 'exDate': '2017-10-30', 'paymentDate': '2017-10-30', 'declaredDate': '2017-10-30', 'ratio': 4, 'tofactor': 4, 'forfactor': 1}, {'ticker': 'MARA', 'exDate': '2014-12-23', 'paymentDate': '2014-12-22', 'declaredDate': '2014-11-25', 'ratio': 0.5, 'tofactor': 1, 'forfactor': 2}, {'ticker': 'MARA', 'exDate': '2013-07-22', 'paymentDate': '2013-07-22', 'ratio': 13.000520020800831}]"
908,MGM,"[{'ticker': 'MGM', 'exDate': '2005-05-19', 'paymentDate': '2005-05-19', 'ratio': 0.5}, {'ticker': 'MGM', 'exDate': '2000-02-28', 'paymentDate': '2000-02-28', 'ratio': 0.5}]"
909,CSCO,"[{'ticker': 'CSCO', 'exDate': '2000-03-23', 'paymentDate': '2000-03-23', 'ratio': 0.5}, {'ticker': 'CSCO', 'exDate': '1999-06-22', 'paymentDate': '1999-06-22', 'ratio': 0.5}, {'ticker': 'CSCO', 'exDate': '1998-09-16', 'paymentDate': '1998-09-16', 'ratio': 0.6666666666666666}]"
910,RKT,[]
911,XPEV,[]
912,LYFT,[]
913,RIOT,"[{'ticker': 'RIOT', 'exDate': '2012-06-20', 'paymentDate': '2012-06-20', 'ratio': 5.9998800023999515}, {'ticker': 'RIOT', 'exDate': '2011-07-29', 'paymentDate': '2011-07-29', 'ratio': 5}]"
914,TWTR,[]
915,GME,"[{'ticker': 'GME', 'exDate': '2007-03-19', 'paymentDate': '2007-03-19', 'ratio': 0.5}]"
916,LI,[]
917,OXY,"[{'ticker': 'OXY', 'exDate': '2006-08-16', 'paymentDate': '2006-08-16', 'ratio': 0.5}]"
918,AZN,"[{'ticker': 'AZN', 'exDate': '2015-07-27', 'paymentDate': '2015-07-24', 'ratio': 0.5, 'tofactor': 1, 'forfactor': 2}, {'ticker': 'AZN', 'exDate': '1998-04-08', 'paymentDate': '1998-04-08', 'ratio': 0.3333333333333333}]"
919,PLAY,[]
920,KR,"[{'ticker': 'KR', 'exDate': '2015-07-14', 'paymentDate': '2015-07-13', 'declaredDate': '2015-06-25', 'ratio': 0.5, 'tofactor': 1, 'forfactor': 2}, {'ticker': 'KR', 'exDate': '1999-06-29', 'paymentDate': '1999-06-29', 'ratio': 0.5}]"
921,MO,[]
922,GOLD,[]
923,QS,[]
924,LAC,[]
925,SBE,[]
926,SUNW,"[{'ticker': 'SUNW', 'exDate': '2019-08-30', 'paymentDate': '2019-08-30', 'declaredDate': '2019-08-30', 'ratio': 7, 'tofactor': 7, 'forfactor': 1}, {'ticker': 'SUNW', 'exDate': '2010-10-24', 'paymentDate': '2010-10-24', 'ratio': 5}]"
927,HAL,"[{'ticker': 'HAL', 'exDate': '2006-07-17', 'paymentDate': '2006-07-17', 'ratio': 0.5}]"
928,IRM,"[{'ticker': 'IRM', 'exDate': '2007-01-03', 'paymentDate': '2007-01-03', 'ratio': 0.6666666666666666}, {'ticker': 'IRM', 'exDate': '2004-07-01', 'paymentDate': '2004-07-01', 'ratio': 0.6666666666666666}, {'ticker': 'IRM', 'exDate': '2002-01-02', 'paymentDate': '2002-01-02', 'ratio': 0.6666666666666666}, {'ticker': 'IRM', 'exDate': '1998-08-03', 'paymentDate': '1998-08-03', 'ratio': 0.6666666666666666}]"
929,IPOE,[]
930,CCIV,[]
931,KHC,[]
932,LAZR,[]
933,FUBO,[]
934,SPWR,"[{'ticker': 'SPWR', 'exDate': '2020-08-27', 'paymentDate': '2020-08-27', 'declaredDate': '2020-08-14', 'ratio': 0.6548788474, 'tofactor': 1000, 'forfactor': 1527}]"
935,FUV,[]
936,CMCSA,"[{'ticker': 'CMCSA', 'exDate': '2017-02-18', 'paymentDate': '2017-02-18', 'declaredDate': '2017-01-24', 'ratio': 0.5, 'tofactor': 1, 'forfactor': 2}, {'ticker': 'CMCSA', 'exDate': '2007-02-22', 'paymentDate': '2007-02-22', 'ratio': 0.6666666666666666}, {'ticker': 'CMCSA', 'exDate': '1999-05-05', 'paymentDate': '1999-05-05', 'ratio': 0.5}]"
937,ALK,"[{'ticker': 'ALK', 'exDate': '2014-07-10', 'paymentDate': '2014-07-10', 'declaredDate': '2014-06-12', 'ratio': 0.5, 'tofactor': 1, 'forfactor': 2}, {'ticker': 'ALK', 'exDate': '2012-03-19', 'paymentDate': '2012-03-19', 'ratio': 0.5}]"
938,RIDE,[]
939,BE,[]
940,CLSK,"[{'ticker': 'CLSK', 'exDate': '2019-12-11', 'paymentDate': '2019-12-11', 'declaredDate': '2019-12-11', 'ratio': 10, 'tofactor': 10, 'forfactor': 1}]"
941,BBBY,"[{'ticker': 'BBBY', 'exDate': '2000-08-14', 'paymentDate': '2000-08-14', 'ratio': 0.5}, {'ticker': 'BBBY', 'exDate': '1998-08-03', 'paymentDate': '1998-08-03', 'ratio': 0.5}]"
942,CRSR,[]
943,WBA,"[{'ticker': 'WBA', 'exDate': '1999-02-16', 'paymentDate': '1999-02-16', 'ratio': 0.5}]"
944,GPS,"[{'ticker': 'GPS', 'exDate': '1999-06-22', 'paymentDate': '1999-06-22', 'ratio': 0.6666666666666666}, {'ticker': 'GPS', 'exDate': '1998-12-01', 'paymentDate': '1998-12-01', 'ratio': 0.6666666666666666}]"
945,KSS,"[{'ticker': 'KSS', 'exDate': '2000-04-25', 'paymentDate': '2000-04-25', 'ratio': 0.5}, {'ticker': 'KSS', 'exDate': '1998-04-28', 'paymentDate': '1998-04-28', 'ratio': 0.5}]"
946,CIIC,[]
947,JWN,"[{'ticker': 'JWN', 'exDate': '2005-07-01', 'paymentDate': '2005-07-01', 'ratio': 0.5}, {'ticker': 'JWN', 'exDate': '1998-07-01', 'paymentDate': '1998-07-01', 'ratio': 0.5}]"
948,DDD,"[{'ticker': 'DDD', 'exDate': '2013-02-25', 'paymentDate': '2013-02-25', 'ratio': 0.6666666666666666}, {'ticker': 'DDD', 'exDate': '2011-05-19', 'paymentDate': '2011-05-19', 'ratio': 0.5}]"
949,MRVL,"[{'ticker': 'MRVL', 'exDate': '2006-07-25', 'paymentDate': '2006-07-25', 'ratio': 0.5}, {'ticker': 'MRVL', 'exDate': '2004-06-29', 'paymentDate': '2004-06-29', 'ratio': 0.5}]"
950,EPD,"[{'ticker': 'EPD', 'exDate': '2014-08-22', 'paymentDate': '2014-08-21', 'declaredDate': '2014-07-15', 'ratio': 0.5, 'tofactor': 1, 'forfactor': 2}, {'ticker': 'EPD', 'exDate': '2002-05-16', 'paymentDate': '2002-05-16', 'ratio': 0.5}]"
951,DBX,[]
952,UPWK,[]
953,RAD,"[{'ticker': 'RAD', 'exDate': '2019-04-22', 'paymentDate': '2019-04-22', 'declaredDate': '2019-04-22', 'ratio': 20, 'tofactor': 20, 'forfactor': 1}, {'ticker': 'RAD', 'exDate': '1998-02-03', 'paymentDate': '1998-02-03', 'ratio': 0.5}]"
954,NVTA,[]
955,VLDR,[]
956,ALLY,[]
957,IQ,[]
958,BLDP,"[{'ticker': 'BLDP', 'exDate': '1998-06-03', 'paymentDate': '1998-06-03', 'ratio': 0.3333333333333333}]"
959,VIAC,[]
960,BTBT,"[{'ticker': 'BTBT', 'exDate': '2000-01-24', 'paymentDate': '2000-01-24', 'ratio': 5}, {'ticker': 'BTBT', 'exDate': '1999-03-31', 'paymentDate': '1999-03-31', 'ratio': 5}]"
961,WMB,"[{'ticker': 'WMB', 'exDate': '2012-01-02', 'paymentDate': '2012-01-02', 'ratio': 0.8152}, {'ticker': 'WMB', 'exDate': '2001-04-23', 'paymentDate': '2001-04-23', 'ratio': 0.918}]"
962,HOME,[]
963,OKE,"[{'ticker': 'OKE', 'exDate': '2012-06-04', 'paymentDate': '2012-06-04', 'ratio': 0.5}, {'ticker': 'OKE', 'exDate': '2001-06-12', 'paymentDate': '2001-06-12', 'ratio': 0.5}]"
964,AMWL,[]
965,GDRX,[]
966,SONO,[]
967,WEN,[]
968,VRM,[]
969,NCTY,"[{'ticker': 'NCTY', 'exDate': '2020-10-19', 'paymentDate': '2020-10-19', 'declaredDate': '2020-10-19', 'ratio': 10, 'tofactor': 10, 'forfactor': 1}, {'ticker': 'NCTY', 'exDate': '2018-05-09', 'paymentDate': '2018-05-09', 'declaredDate': '2018-05-09', 'ratio': 3, 'tofactor': 3, 'forfactor': 1}]"
970,PACB,[]
971,LGVW,[]
